sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,configurable_variations,configurable_variation_prices,configurable_variation_labels,additional_images
VSW08-KH-S,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Roxana Cropped Sweater,"<p>The Roxana Sweater will perk your closet right up. This bold boucle top is the right choice for those days when you're seeking a sunny disposition. Soft fabric and loose fit will keep you feeling good. </p><p>Features:</p><ul><li>Crewneck</li><li>Long sleeve</li><li>Cropped</li><li>Loose fit</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,78,,,,Roxana-Cropped-Sweater,Roxana Cropped Sweater,"Roxana Cropped Sweater,Fashion Tops",The Roxana Sweater will perk your closet right up. This bold boucle top is the right choice for those days when you're seeking a sunny disposition. Soft fabric and loose fit will keep you feeling good.  Features: Crewneck. Long sleeve. Cropped. Loose fit,/v/s/vsw08-kh_main.jpg,Main,/v/s/vsw08-kh_main.jpg,Main,/v/s/vsw08-kh_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Khaki,fashion_style=Long Sleeve|Crew,has_video=No,fashion_material=Cotton|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW08-KH-M,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Roxana Cropped Sweater,"<p>The Roxana Sweater will perk your closet right up. This bold boucle top is the right choice for those days when you're seeking a sunny disposition. Soft fabric and loose fit will keep you feeling good. </p><p>Features:</p><ul><li>Crewneck</li><li>Long sleeve</li><li>Cropped</li><li>Loose fit</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,78,,,,Roxana-Cropped-Sweater,Roxana Cropped Sweater,"Roxana Cropped Sweater,Fashion Tops",The Roxana Sweater will perk your closet right up. This bold boucle top is the right choice for those days when you're seeking a sunny disposition. Soft fabric and loose fit will keep you feeling good.  Features: Crewneck. Long sleeve. Cropped. Loose fit,/v/s/vsw08-kh_main.jpg,Main,/v/s/vsw08-kh_main.jpg,Main,/v/s/vsw08-kh_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Khaki,fashion_style=Long Sleeve|Crew,has_video=No,fashion_material=Cotton|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW08-KH-L,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Roxana Cropped Sweater,"<p>The Roxana Sweater will perk your closet right up. This bold boucle top is the right choice for those days when you're seeking a sunny disposition. Soft fabric and loose fit will keep you feeling good. </p><p>Features:</p><ul><li>Crewneck</li><li>Long sleeve</li><li>Cropped</li><li>Loose fit</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,78,,,,Roxana-Cropped-Sweater,Roxana Cropped Sweater,"Roxana Cropped Sweater,Fashion Tops",The Roxana Sweater will perk your closet right up. This bold boucle top is the right choice for those days when you're seeking a sunny disposition. Soft fabric and loose fit will keep you feeling good.  Features: Crewneck. Long sleeve. Cropped. Loose fit,/v/s/vsw08-kh_main.jpg,Main,/v/s/vsw08-kh_main.jpg,Main,/v/s/vsw08-kh_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Khaki,fashion_style=Long Sleeve|Crew,has_video=No,fashion_material=Cotton|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW07-RN-XS,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Brigid Boucle Cardigan,"<p>The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood. </p><p>Features:</p><ul><li>Open front</li><li>3/4 sleeve</li><li>Sit below the hip</li><li>Versatile</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,118,94,2/1/17,8/27/19,Brigid-Boucle-Cardigan,Brigid Boucle Cardigan,"Brigid Boucle Cardigan,Fashion Tops",The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood.  Features: Open front. 3/4 sleeve. Sit below the hip. Versatile. Machin,/v/s/vsw07-rn_main.jpg,Main,/v/s/vsw07-rn_main.jpg,Main,/v/s/vsw07-rn_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Rain,fashion_style=3/4 Sleeve|Open Front,has_video=No,fashion_material=Cotton|Acrylic|Wool|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW07-RN-S,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Brigid Boucle Cardigan,"<p>The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood. </p><p>Features:</p><ul><li>Open front</li><li>3/4 sleeve</li><li>Sit below the hip</li><li>Versatile</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,118,94,2/1/17,8/27/19,Brigid-Boucle-Cardigan,Brigid Boucle Cardigan,"Brigid Boucle Cardigan,Fashion Tops",The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood.  Features: Open front. 3/4 sleeve. Sit below the hip. Versatile. Machin,/v/s/vsw07-rn_main.jpg,Main,/v/s/vsw07-rn_main.jpg,Main,/v/s/vsw07-rn_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Rain,fashion_style=3/4 Sleeve|Open Front,has_video=No,fashion_material=Cotton|Acrylic|Wool|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW07-RN-M,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Brigid Boucle Cardigan,"<p>The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood. </p><p>Features:</p><ul><li>Open front</li><li>3/4 sleeve</li><li>Sit below the hip</li><li>Versatile</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,118,94,2/1/17,8/27/19,Brigid-Boucle-Cardigan,Brigid Boucle Cardigan,"Brigid Boucle Cardigan,Fashion Tops",The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood.  Features: Open front. 3/4 sleeve. Sit below the hip. Versatile. Machin,/v/s/vsw07-rn_main.jpg,Main,/v/s/vsw07-rn_main.jpg,Main,/v/s/vsw07-rn_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Rain,fashion_style=3/4 Sleeve|Open Front,has_video=No,fashion_material=Cotton|Acrylic|Wool|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW07-RN-L,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Brigid Boucle Cardigan,"<p>The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood. </p><p>Features:</p><ul><li>Open front</li><li>3/4 sleeve</li><li>Sit below the hip</li><li>Versatile</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,118,94,2/1/17,8/27/19,Brigid-Boucle-Cardigan,Brigid Boucle Cardigan,"Brigid Boucle Cardigan,Fashion Tops",The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood.  Features: Open front. 3/4 sleeve. Sit below the hip. Versatile. Machin,/v/s/vsw07-rn_main.jpg,Main,/v/s/vsw07-rn_main.jpg,Main,/v/s/vsw07-rn_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Rain,fashion_style=3/4 Sleeve|Open Front,has_video=No,fashion_material=Cotton|Acrylic|Wool|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW07-MT-XS,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Brigid Boucle Cardigan,"<p>The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood. </p><p>Features:</p><ul><li>Open front</li><li>3/4 sleeve</li><li>Sit below the hip</li><li>Versatile</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,118,94,2/1/17,8/27/19,Brigid-Boucle-Cardigan,Brigid Boucle Cardigan,"Brigid Boucle Cardigan,Fashion Tops",The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood.  Features: Open front. 3/4 sleeve. Sit below the hip. Versatile. Machin,/v/s/vsw07-mt_main.jpg,Main,/v/s/vsw07-mt_main.jpg,Main,/v/s/vsw07-mt_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Mint,fashion_style=3/4 Sleeve|Open Front,has_video=No,fashion_material=Cotton|Acrylic|Wool|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW07-MT-S,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Brigid Boucle Cardigan,"<p>The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood. </p><p>Features:</p><ul><li>Open front</li><li>3/4 sleeve</li><li>Sit below the hip</li><li>Versatile</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,118,94,2/1/17,8/27/19,Brigid-Boucle-Cardigan,Brigid Boucle Cardigan,"Brigid Boucle Cardigan,Fashion Tops",The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood.  Features: Open front. 3/4 sleeve. Sit below the hip. Versatile. Machin,/v/s/vsw07-mt_main.jpg,Main,/v/s/vsw07-mt_main.jpg,Main,/v/s/vsw07-mt_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Mint,fashion_style=3/4 Sleeve|Open Front,has_video=No,fashion_material=Cotton|Acrylic|Wool|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW07-MT-M,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Brigid Boucle Cardigan,"<p>The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood. </p><p>Features:</p><ul><li>Open front</li><li>3/4 sleeve</li><li>Sit below the hip</li><li>Versatile</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,118,94,2/1/17,8/27/19,Brigid-Boucle-Cardigan,Brigid Boucle Cardigan,"Brigid Boucle Cardigan,Fashion Tops",The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood.  Features: Open front. 3/4 sleeve. Sit below the hip. Versatile. Machin,/v/s/vsw07-mt_main.jpg,Main,/v/s/vsw07-mt_main.jpg,Main,/v/s/vsw07-mt_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Mint,fashion_style=3/4 Sleeve|Open Front,has_video=No,fashion_material=Cotton|Acrylic|Wool|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW07-MT-L,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Brigid Boucle Cardigan,"<p>The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood. </p><p>Features:</p><ul><li>Open front</li><li>3/4 sleeve</li><li>Sit below the hip</li><li>Versatile</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,118,94,2/1/17,8/27/19,Brigid-Boucle-Cardigan,Brigid Boucle Cardigan,"Brigid Boucle Cardigan,Fashion Tops",The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood.  Features: Open front. 3/4 sleeve. Sit below the hip. Versatile. Machin,/v/s/vsw07-mt_main.jpg,Main,/v/s/vsw07-mt_main.jpg,Main,/v/s/vsw07-mt_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Mint,fashion_style=3/4 Sleeve|Open Front,has_video=No,fashion_material=Cotton|Acrylic|Wool|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW07-LL-XS,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Brigid Boucle Cardigan,"<p>The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood. </p><p>Features:</p><ul><li>Open front</li><li>3/4 sleeve</li><li>Sit below the hip</li><li>Versatile</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,118,94,2/1/17,8/27/19,Brigid-Boucle-Cardigan,Brigid Boucle Cardigan,"Brigid Boucle Cardigan,Fashion Tops",The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood.  Features: Open front. 3/4 sleeve. Sit below the hip. Versatile. Machin,/v/s/vsw07-ll_main.jpg,Main,/v/s/vsw07-ll_main.jpg,Main,/v/s/vsw07-ll_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Lilac,fashion_style=3/4 Sleeve|Open Front,has_video=No,fashion_material=Cotton|Acrylic|Wool|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW07-LL-S,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Brigid Boucle Cardigan,"<p>The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood. </p><p>Features:</p><ul><li>Open front</li><li>3/4 sleeve</li><li>Sit below the hip</li><li>Versatile</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,118,94,2/1/17,8/27/19,Brigid-Boucle-Cardigan,Brigid Boucle Cardigan,"Brigid Boucle Cardigan,Fashion Tops",The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood.  Features: Open front. 3/4 sleeve. Sit below the hip. Versatile. Machin,/v/s/vsw07-ll_main.jpg,Main,/v/s/vsw07-ll_main.jpg,Main,/v/s/vsw07-ll_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Lilac,fashion_style=3/4 Sleeve|Open Front,has_video=No,fashion_material=Cotton|Acrylic|Wool|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW07-LL-M,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Brigid Boucle Cardigan,"<p>The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood. </p><p>Features:</p><ul><li>Open front</li><li>3/4 sleeve</li><li>Sit below the hip</li><li>Versatile</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,118,94,2/1/17,8/27/19,Brigid-Boucle-Cardigan,Brigid Boucle Cardigan,"Brigid Boucle Cardigan,Fashion Tops",The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood.  Features: Open front. 3/4 sleeve. Sit below the hip. Versatile. Machin,/v/s/vsw07-ll_main.jpg,Main,/v/s/vsw07-ll_main.jpg,Main,/v/s/vsw07-ll_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Lilac,fashion_style=3/4 Sleeve|Open Front,has_video=No,fashion_material=Cotton|Acrylic|Wool|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW07-LL-L,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Brigid Boucle Cardigan,"<p>The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood. </p><p>Features:</p><ul><li>Open front</li><li>3/4 sleeve</li><li>Sit below the hip</li><li>Versatile</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,118,94,2/1/17,8/27/19,Brigid-Boucle-Cardigan,Brigid Boucle Cardigan,"Brigid Boucle Cardigan,Fashion Tops",The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood.  Features: Open front. 3/4 sleeve. Sit below the hip. Versatile. Machin,/v/s/vsw07-ll_main.jpg,Main,/v/s/vsw07-ll_main.jpg,Main,/v/s/vsw07-ll_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Lilac,fashion_style=3/4 Sleeve|Open Front,has_video=No,fashion_material=Cotton|Acrylic|Wool|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW07-LA-XS,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Brigid Boucle Cardigan,"<p>The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood. </p><p>Features:</p><ul><li>Open front</li><li>3/4 sleeve</li><li>Sit below the hip</li><li>Versatile</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,118,94,2/1/17,8/27/19,Brigid-Boucle-Cardigan,Brigid Boucle Cardigan,"Brigid Boucle Cardigan,Fashion Tops",The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood.  Features: Open front. 3/4 sleeve. Sit below the hip. Versatile. Machin,/v/s/vsw07-la_main.jpg,Main,/v/s/vsw07-la_main.jpg,Main,/v/s/vsw07-la_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Latte,fashion_style=3/4 Sleeve|Open Front,has_video=No,fashion_material=Cotton|Acrylic|Wool|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW07-LA-S,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Brigid Boucle Cardigan,"<p>The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood. </p><p>Features:</p><ul><li>Open front</li><li>3/4 sleeve</li><li>Sit below the hip</li><li>Versatile</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,118,94,2/1/17,8/27/19,Brigid-Boucle-Cardigan,Brigid Boucle Cardigan,"Brigid Boucle Cardigan,Fashion Tops",The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood.  Features: Open front. 3/4 sleeve. Sit below the hip. Versatile. Machin,/v/s/vsw07-la_main.jpg,Main,/v/s/vsw07-la_main.jpg,Main,/v/s/vsw07-la_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Latte,fashion_style=3/4 Sleeve|Open Front,has_video=No,fashion_material=Cotton|Acrylic|Wool|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW07-LA-M,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Brigid Boucle Cardigan,"<p>The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood. </p><p>Features:</p><ul><li>Open front</li><li>3/4 sleeve</li><li>Sit below the hip</li><li>Versatile</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,118,94,2/1/17,8/27/19,Brigid-Boucle-Cardigan,Brigid Boucle Cardigan,"Brigid Boucle Cardigan,Fashion Tops",The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood.  Features: Open front. 3/4 sleeve. Sit below the hip. Versatile. Machin,/v/s/vsw07-la_main.jpg,Main,/v/s/vsw07-la_main.jpg,Main,/v/s/vsw07-la_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Latte,fashion_style=3/4 Sleeve|Open Front,has_video=No,fashion_material=Cotton|Acrylic|Wool|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW07-LA-L,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Brigid Boucle Cardigan,"<p>The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood. </p><p>Features:</p><ul><li>Open front</li><li>3/4 sleeve</li><li>Sit below the hip</li><li>Versatile</li><li>Machine wash, line dry</li></ul>",,1,1,Taxable Goods,Not Visible Individually,118,94,2/1/17,8/27/19,Brigid-Boucle-Cardigan,Brigid Boucle Cardigan,"Brigid Boucle Cardigan,Fashion Tops",The Brigid Cardigan brings texture and richness to any outfit. Perfect over a tank and jeans or your favorite sundress. This sweater can be dressed up or down depending on your mood.  Features: Open front. 3/4 sleeve. Sit below the hip. Versatile. Machin,/v/s/vsw07-la_main.jpg,Main,/v/s/vsw07-la_main.jpg,Main,/v/s/vsw07-la_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=L,fashion_color=Latte,fashion_style=3/4 Sleeve|Open Front,has_video=No,fashion_material=Cotton|Acrylic|Wool|Nylon,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW06-RN-XS,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Sabina Hooded Cardigan,"<p>The Sabina Cardigan is perfect for those days when you want to look good without a whole lot of effort. Breathable cotton combined with a hood and pockets will have you looking perfectly put together.</p><p>Features:</p><ul><li>Open front</li><li>Long sleeve</li><li>Hits just below the waist</li><li>Hooded, side pockets</li><li>Dry clean recommended</li></ul>",,1,1,Taxable Goods,Not Visible Individually,108,,,,Sabina-Hooded-Cardigan,Sabina Hooded Cardigan,"Sabina Hooded Cardigan,Fashion Tops",The Sabina Cardigan is perfect for those days when you want to look good without a whole lot of effort. Breathable cotton combined with a hood and pockets will have you looking perfectly put together. Features: Open front. Long sleeve. Hits just below th,/v/s/vsw06-rn_main.jpg,Main,/v/s/vsw06-rn_main.jpg,Main,/v/s/vsw06-rn_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=XS,fashion_color=Rain,fashion_style=Long Sleeve|Hooded|Open Front,has_video=No,fashion_material=Cotton|Cashmere,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW06-RN-S,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Sabina Hooded Cardigan,"<p>The Sabina Cardigan is perfect for those days when you want to look good without a whole lot of effort. Breathable cotton combined with a hood and pockets will have you looking perfectly put together.</p><p>Features:</p><ul><li>Open front</li><li>Long sleeve</li><li>Hits just below the waist</li><li>Hooded, side pockets</li><li>Dry clean recommended</li></ul>",,1,1,Taxable Goods,Not Visible Individually,108,,,,Sabina-Hooded-Cardigan,Sabina Hooded Cardigan,"Sabina Hooded Cardigan,Fashion Tops",The Sabina Cardigan is perfect for those days when you want to look good without a whole lot of effort. Breathable cotton combined with a hood and pockets will have you looking perfectly put together. Features: Open front. Long sleeve. Hits just below th,/v/s/vsw06-rn_main.jpg,Main,/v/s/vsw06-rn_main.jpg,Main,/v/s/vsw06-rn_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=S,fashion_color=Rain,fashion_style=Long Sleeve|Hooded|Open Front,has_video=No,fashion_material=Cotton|Cashmere,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
VSW06-RN-M,,Fashion Tops,simple,Default Category/Tops/Sweaters,base,Sabina Hooded Cardigan,"<p>The Sabina Cardigan is perfect for those days when you want to look good without a whole lot of effort. Breathable cotton combined with a hood and pockets will have you looking perfectly put together.</p><p>Features:</p><ul><li>Open front</li><li>Long sleeve</li><li>Hits just below the waist</li><li>Hooded, side pockets</li><li>Dry clean recommended</li></ul>",,1,1,Taxable Goods,Not Visible Individually,108,,,,Sabina-Hooded-Cardigan,Sabina Hooded Cardigan,"Sabina Hooded Cardigan,Fashion Tops",The Sabina Cardigan is perfect for those days when you want to look good without a whole lot of effort. Breathable cotton combined with a hood and pockets will have you looking perfectly put together. Features: Open front. Long sleeve. Hits just below th,/v/s/vsw06-rn_main.jpg,Main,/v/s/vsw06-rn_main.jpg,Main,/v/s/vsw06-rn_main.jpg,Main,,,,,Block after Info Column,,,,,,,,,,,,,"quantity_and_stock_status=In Stock,has_options=0,required_options=0,fashion_size=M,fashion_color=Rain,fashion_style=Long Sleeve|Hooded|Open Front,has_video=No,fashion_material=Cotton|Cashmere,in_store_available=Online Exclusive",1000,,,,,,,,,,1,,,1,,,,,,,,,,,
